0.00,0.00,0.00
0.75,0.00,0.00
1.50,0.00,0.00
2.25,0.00,0.00
3.00,0.00,0.00
3.75,0.00,0.00
4.50,0.00,0.00
5.25,0.00,0.00
6.00,0.00,0.00
6.75,0.00,0.00
7.50,0.00,0.00
8.25,0.00,0.00
9.00,0.00,0.00
9.75,0.00,0.00
10.50,0.00,0.00
11.25,0.00,0.00
12.00,0.00,0.00
12.75,0.00,0.00
13.50,0.00,0.00
14.25,0.00,0.00
15.00,0.00,0.00
15.75,0.00,0.00
0.00,0.75,0.00
0.75,0.75,0.00
1.50,0.75,0.00
2.25,0.75,0.00
3.00,0.75,0.00
3.75,0.75,0.00
4.50,0.75,0.00
5.25,0.75,0.00
6.00,0.75,0.00
6.75,0.75,0.00
7.50,0.75,0.00
8.25,0.75,0.00
9.00,0.75,0.00
9.75,0.75,0.00
10.50,0.75,0.00
11.25,0.75,0.00
12.00,0.75,0.00
12.75,0.75,0.00
13.50,0.75,0.00
14.25,0.75,0.00
15.00,0.75,0.00
15.75,0.75,0.00
0.00,1.50,0.00
0.75,1.50,0.00
1.50,1.50,0.00
2.25,1.50,0.00
3.00,1.50,0.00
3.75,1.50,0.00
4.50,1.50,0.00
5.25,1.50,0.00
6.00,1.50,0.00
6.75,1.50,0.00
7.50,1.50,0.00
8.25,1.50,0.00
9.00,1.50,0.00
9.75,1.50,0.00
10.50,1.50,0.00
11.25,1.50,0.00
12.00,1.50,0.00
12.75,1.50,0.00
13.50,1.50,0.00
14.25,1.50,0.00
15.00,1.50,0.00
15.75,1.50,0.00
0.00,2.25,0.00
0.75,2.25,0.00
1.50,2.25,0.00
2.25,2.25,0.00
3.00,2.25,0.00
3.75,2.25,0.00
4.50,2.25,0.00
5.25,2.25,0.00
6.00,2.25,0.00
6.75,2.25,0.00
7.50,2.25,0.00
8.25,2.25,0.00
9.00,2.25,0.00
9.75,2.25,0.00
10.50,2.25,0.00
11.25,2.25,0.00
12.00,2.25,0.00
12.75,2.25,0.00
13.50,2.25,0.00
14.25,2.25,0.00
15.00,2.25,0.00
15.75,2.25,0.00
0.00,3.00,0.00
0.75,3.00,0.00
1.50,3.00,0.00
2.25,3.00,0.00
3.00,3.00,0.00
3.75,3.00,0.00
4.50,3.00,0.00
5.25,3.00,0.00
6.00,3.00,0.00
6.75,3.00,0.00
7.50,3.00,0.00
8.25,3.00,0.00
9.00,3.00,0.00
9.75,3.00,0.00
10.50,3.00,0.00
11.25,3.00,0.00
