0,0,0
8,0,0
16,0,0
24,0,0
32,0,0
40,0,0
48,0,0
56,0,0
64,0,0
72,0,0
80,0,0
88,0,0
96,0,0
104,0,0
112,0,0
120,0,0
128,0,0
136,0,0
144,0,0
152,0,0
160,0,0
168,0,0
0,8,0
8,8,0
16,8,0
24,8,0
32,8,0
40,8,0
48,8,0
56,8,0
64,8,0
72,8,0
80,8,0
88,8,0
96,8,0
104,8,0
112,8,0
120,8,0
128,8,0
136,8,0
144,8,0
152,8,0
160,8,0
168,8,0
0,16,0
8,16,0
16,16,0
24,16,0
32,16,0
40,16,0
48,16,0
56,16,0
64,16,0
72,16,0
80,16,0
88,16,0
96,16,0
104,16,0
112,16,0
120,16,0
128,16,0
136,16,0
144,16,0
152,16,0
160,16,0
168,16,0
0,24,0
8,24,0
16,24,0
24,24,0
32,24,0
40,24,0
48,24,0
56,24,0
64,24,0
72,24,0
80,24,0
88,24,0
96,24,0
104,24,0
112,24,0
120,24,0
128,24,0
136,24,0
144,24,0
152,24,0
160,24,0
168,24,0
0,32,0
8,32,0
16,32,0
24,32,0
32,32,0
40,32,0
48,32,0
56,32,0
64,32,0
72,32,0
80,32,0
88,32,0
96,32,0
104,32,0
112,32,0
120,32,0
128,32,0
136,32,0
144,32,0
152,32,0
160,32,0
168,32,0
0,40,0
8,40,0
16,40,0
24,40,0
32,40,0
40,40,0
48,40,0
56,40,0
64,40,0
72,40,0
80,40,0
88,40,0
96,40,0
104,40,0
112,40,0
120,40,0
128,40,0
136,40,0
144,40,0
152,40,0
160,40,0
168,40,0
0,48,0
8,48,0
16,48,0
24,48,0
32,48,0
40,48,0
48,48,0
56,48,0
64,48,0
72,48,0
80,48,0
88,48,0
96,48,0
104,48,0
112,48,0
120,48,0
128,48,0
136,48,0
144,48,0
152,48,0
160,48,0
168,48,0
0,56,0
8,56,0
16,56,0
24,56,0
32,56,0
40,56,0
48,56,0
56,56,0
64,56,0
72,56,0
80,56,0
88,56,0
96,56,0
104,56,0
112,56,0
120,56,0
128,56,0
136,56,0
144,56,0
152,56,0
160,56,0
168,56,0
0,64,0
