2026,1544,0
2141,1543,0
2248,1542,0
2364,1541,0
2472,1540,0
2586,1540,0
2690,1539,0
372,1651,0
477,1653,0
594,1653,0
702,1653,0
819,1653,0
926,1653,0
1042,1654,0
1149,1654,0
1263,1653,0
1367,1653,0
1481,1653,0
1585,1653,0
1699,1652,0
1803,1651,0
1918,1650,0
2024,1649,0
2139,1649,0
2246,1647,0
2362,1648,0
2468,1647,0
2582,1646,0
2686,1645,0
376,1770,0
481,1770,0
598,1770,0
705,1769,0
822,1769,0
929,1769,0
1045,1769,0
1150,1769,0
1264,1769,0
1368,1769,0
1481,1768,0
1584,1768,0
1698,1767,0
1802,1766,0
1917,1766,0
2022,1765,0
2138,1764,0
2244,1764,0
2362,1764,0
2464,1763,0
2578,1762,0
2681,1762,0
380,1875,0
486,1876,0
601,1875,0
709,1875,0
825,1874,0
931,1874,0
1047,1874,0
1152,1873,0
1265,1873,0
1369,1872,0
1482,1872,0
1585,1872,0
1698,1871,0
1801,1870,0
1915,1870,0
2020,1869,0
2136,1870,0
2242,1869,0
2357,1869,0
2461,1868,0
2575,1867,0
2677,1866,0
384,1990,0
490,1990,0
605,1990,0
712,1989,0
828,1988,0
934,1987,0
1049,1986,0
1154,1986,0
1267,1985,0
1370,1984,0
1482,1984,0
1585,1983,0
1698,1983,0
1800,1983,0
1915,1983,0
2019,1983,0
2134,1983,0
2240,1983,0
2357,1983,0
2457,1982,0
2569,1980,0
2673,1980,0
389,2094,0
494,2094,0
608,2093,0
715,2092,0
831,2091,0
936,2090,0
1051,2089,0
1155,2088,0
1268,2087,0
1371,2086,0
1483,2086,0
1585,2085,0
1697,2085,0
1800,2085,0
1914,2085,0
2018,2086,0
2133,2086,0
2238,2086,0
2351,2086,0
2454,2085,0
2567,2084,0
2670,2083,0
394,2207,0
498,2207,0
613,2206,0
719,2205,0
834,2204,0
939,2202,0
1053,2201,0
1157,2200,0
1269,2199,0
1372,2198,0
1483,2197,0
1586,2196,0
1698,2196,0
1800,2196,0
1913,2197,0
2017,2198,0
2131,2198,0
2236,2199,0
2349,2198,0
2451,2197,0
2565,2196,0
2666,2195,0
397,2310,0
502,2309,0
616,2309,0
722,2307,0
836,2306,0
941,2304,0
1054,2303,0
1158,2301,0
1270,2300,0
1372,2298,0
1484,2298,0
1586,2297,0
1697,2297,0
1799,2297,0
1913,2298,0
2016,2299,0
2130,2300,0
2235,2301,0
2347,2300,0
2450,2299,0
2563,2298,0
2664,2297,0
400,2422,0
505,2422,0
620,2421,0
725,2419,0
839,2417,0
943,2415,0
1057,2414,0
1160,2412,0
1271,2410,0
1374,2409,0
1484,2408,0
1586,2408,0
1698,2408,0
1799,2408,0
1912,2409,0
2015,2411,0
2129,2412,0
2233,2412,0
2345,2412,0
2448,2411,0
2561,2410,0
2663,2410,0
404,2524,0
509,2523,0
623,2521,0
728,2520,0
841,2518,0
945,2515,0
1058,2513,0
1161,2511,0
1272,2510,0
1374,2509,0
1485,2508,0
1586,2507,0
1698,2507,0
1799,2508,0
1911,2509,0
2015,2510,0
2127,2512,0
2231,2512,0
2343,2512,0
2447,2512,0
2560,2511,0
2661,2510,0
410,2636,0
512,2634,0
626,2633,0
731,2630,0
844,2628,0
948,2625,0
1061,2623,0
1163,2621,0
1274,2620,0
1375,2619,0
1486,2617,0
1587,2617,0
1698,2616,0
1799,2617,0
1911,2619,0
2014,2620,0
2126,2621,0
2229,2622,0
2341,2622,0
2445,2622,0
2558,2622,0
2657,2621,0
412,2735,0
515,2733,0
629,2732,0
733,2730,0
847,2727,0
950,2724,0
1062,2721,0
1164,2719,0
1275,2718,0
1376,2717,0
1486,2716,0
1587,2715,0
1698,2715,0
1799,2716,0
1911,2717,0
2013,2719,0
2125,2721,0
2228,2721,0
2340,2722,0
2443,2722,0
2555,2721,0
2655,2720,0
417,2845,0
520,2843,0
632,2842,0
736,2839,0
849,2837,0
952,2833,0
1064,2830,0
1166,2827,0
1276,2826,0
1377,2826,0
1487,2824,0
1587,2824,0
1698,2823,0
1799,2824,0
1910,2826,0
2012,2828,0
2124,2830,0
2227,2831,0
2338,2831,0
2441,2831,0
2552,2830,0
2652,2829,0
421,2943,0
520,2942,0
635,2941,0
739,2939,0
851,2936,0
954,2931,0
1066,2928,0
1168,2925,0
1277,2925,0
1378,2925,0
1488,2923,0
1588,2922,0
1698,2921,0
1799,2922,0
1910,2924,0
2012,2927,0
2123,2929,0
2226,2931,0
2337,2930,0
2439,2930,0
2550,2929,0
2650,2927,0
425,3052,0
527,3051,0
640,3049,0
742,3045,0
853,3052,0
956,3039,0
1068,3035,0
1169,3033,0
1279,3032,0
1379,3032,0
1489,3030,0
1588,3029,0
1699,3027,0
1799,3029,0
1909,3031,0
2011,3034,0
2122,3036,0
2224,3038,0
2336,3038,0
2437,3038,0
2548,3037,0
2647,3035,0
428,3150,0
530,3148,0
642,3146,0
745,3143,0
856,3140,0
959,3135,0
1069,3132,0
1171,3129,0
1280,3129,0
1380,3129,0
1489,3128,0
1589,3126,0
1699,3125,0
1799,3127,0
1909,3128,0
2011,3131,0
2121,3133,0
2223,3134,0
2334,3135,0
2435,3135,0
2546,3134,0
2645,3132,0
431,3258,0
534,3255,0
645,3253,0
748,3250,0
860,3246,0
961,3241,0
1072,3238,0
1172,3235,0
1281,3235,0
1381,3235,0
1490,3233,0
1590,3232,0
1699,3231,0
1798,3233,0
1909,3235,0
2009,3237,0
2119,3238,0
2221,3240,0
2331,3240,0
2433,3241,0
2543,3240,0
2643,3239,0
435,3354,0
537,3352,0
648,3349,0
751,3345,0
862,3342,0
963,3336,0
1074,3332,0
1173,3329,0
1282,3330,0
1382,3330,0
1491,3328,0
1590,3327,0
1699,3326,0
1798,3327,0
1908,3329,0
2009,3332,0
2119,3333,0
2219,3334,0
2329,3336,0
2431,3337,0
2541,3336,0
2640,3335,0
440,3459,0
541,3457,0
652,3454,0
754,3450,0
865,3447,0
966,3442,0
1076,3438,0
1176,3434,0
1284,3434,0
1383,3434,0
1492,3433,0
1590,3432,0
1700,3431,0
1798,3432,0
1908,3434,0
2008,3436,0
2117,3438,0
2217,3439,0
2327,3440,0
2428,3441,0
2538,3440,0
2637,3439,0
445,3551,0
546,3549,0
656,3546,0
757,3544,0
867,3541,0
967,3537,0
1077,3532,0
1176,3529,0
1285,3529,0
1384,3528,0
1492,3527,0
1591,3526,0
1700,3525,0
1798,3526,0
1907,3527,0
2007,3529,0
2116,3531,0
2216,3533,0
2325,3534,0
2426,3535,0
2535,3535,0
2634,3533,0
452,3651,0
552,3648,0
661,3646,0
761,3644,0
870,3642,0
970,3640,0
1079,3636,0
1179,3633,0
1286,3632,0
1385,3632,0
1493,3631,0
1591,3630,0
1700,3628,0
1798,3629,0
1907,3630,0
2006,3631,0
2114,3632,0
2214,3633,0
2322,3634,0
2423,3636,0
2532,3637,0
2630,3636,0
459,3736,0
558,3734,0
666,3734,0
765,3732,0
873,3732,0
972,3730,0
1081,3729,0
1180,3727,0
1287,3726,0
1386,3725,0
1493,3725,0
1592,3723,0
1700,3723,0
1798,3722,0
1906,3722,0
2005,3722,0
2112,3721,0
2211,3722,0
2319,3724,0
2419,3726,0
2528,3729,0
2627,3728,0
